WAVELENGTH,REFLECTANCE,UNCERTAINTY,family
0.8456,0.81436,0.00603,helena
0.8487,0.80382,0.00602,helena
0.8581,0.79515,0.00590,helena
0.8613,0.79965,0.00589,helena
0.8645,0.79771,0.00585,helena
0.8677,0.79274,0.00587,helena
0.8742,0.77442,0.00562,helena
0.8774,0.78691,0.00567,helena
0.8807,0.78111,0.00566,helena
0.8840,0.78678,0.00564,helena
0.8874,0.78131,0.00575,helena
0.8907,0.78367,0.00559,helena
0.8941,0.78541,0.00571,helena
0.8974,0.78132,0.00555,helena
0.9008,0.77604,0.00556,helena
0.9043,0.78410,0.00556,helena
0.9077,0.77244,0.00548,helena
0.9112,0.77564,0.00549,helena
0.9146,0.77148,0.00544,helena
0.9181,0.77894,0.00544,helena
0.9216,0.77181,0.00544,helena
0.9251,0.78002,0.00543,helena
0.9287,0.77944,0.00552,helena
0.9322,0.78349,0.00565,helena
0.9358,0.77449,0.00566,helena
0.9394,0.77990,0.00566,helena
0.9430,0.77951,0.00560,helena
0.9466,0.78626,0.00556,helena
0.9503,0.78430,0.00554,helena
0.9539,0.78644,0.00548,helena
0.9576,0.78842,0.00547,helena
0.9613,0.79831,0.00544,helena
0.9650,0.79575,0.00537,helena
0.9687,0.80431,0.00532,helena
0.9725,0.79873,0.00525,helena
0.9762,0.80534,0.00531,helena
0.9800,0.80498,0.00523,helena
0.9838,0.81381,0.00523,helena
0.9876,0.81439,0.00525,helena
0.9914,0.82044,0.00527,helena
0.9952,0.82311,0.00524,helena
0.9990,0.82366,0.00522,helena
1.0029,0.83126,0.00526,helena
1.0068,0.83497,0.00525,helena
1.0107,0.83435,0.00524,helena
1.0145,0.83811,0.00523,helena
1.0185,0.83849,0.00522,helena
1.0224,0.84415,0.00524,helena
1.0263,0.84536,0.00523,helena
1.0302,0.84686,0.00523,helena
1.0342,0.84578,0.00522,helena
1.0382,0.85287,0.00524,helena
1.0421,0.84865,0.00523,helena
1.0461,0.85897,0.00529,helena
1.0501,0.85824,0.00526,helena
1.0542,0.85989,0.00524,helena
1.0582,0.86031,0.00521,helena
1.0622,0.86261,0.00522,helena
1.0663,0.86318,0.00524,helena
1.0703,0.86957,0.00525,helena
1.0744,0.86658,0.00523,helena
1.0785,0.86820,0.00521,helena
1.0826,0.86855,0.00524,helena
1.0866,0.87705,0.00524,helena
1.0908,0.87297,0.00524,helena
1.0949,0.87897,0.00527,helena
1.0990,0.87995,0.00526,helena
1.1031,0.88200,0.00527,helena
1.1073,0.89027,0.00530,helena
1.1114,0.89065,0.00535,helena
1.1156,0.88866,0.00546,helena
1.1198,0.89357,0.00556,helena
1.1239,0.89244,0.00565,helena
1.1281,0.90543,0.00569,helena
1.1323,0.89848,0.00564,helena
1.1365,0.90590,0.00561,helena
1.1407,0.90459,0.00559,helena
1.1449,0.90582,0.00552,helena
1.1491,0.90599,0.00553,helena
1.1533,0.91070,0.00549,helena
1.1576,0.90957,0.00541,helena
1.1618,0.91125,0.00535,helena
1.1660,0.91740,0.00533,helena
1.1703,0.92019,0.00532,helena
1.1745,0.91989,0.00530,helena
1.1788,0.92317,0.00530,helena
1.1830,0.91690,0.00530,helena
1.1873,0.92117,0.00531,helena
1.1916,0.92225,0.00530,helena
1.1958,0.92875,0.00532,helena
1.2001,0.92472,0.00531,helena
1.2044,0.92823,0.00532,helena
1.2087,0.92487,0.00533,helena
1.2130,0.93403,0.00534,helena
1.2172,0.92798,0.00532,helena
1.2215,0.93452,0.00539,helena
1.2258,0.93339,0.00534,helena
1.2301,0.93806,0.00533,helena
1.2344,0.93411,0.00531,helena
1.2387,0.93689,0.00533,helena
1.2430,0.93911,0.00532,helena
1.2473,0.94272,0.00533,helena
1.2517,0.94170,0.00536,helena
1.2560,0.94838,0.00540,helena
1.2603,0.94410,0.00541,helena
1.2646,0.94956,0.00547,helena
1.2689,0.94401,0.00550,helena
1.2732,0.95166,0.00551,helena
1.2775,0.95478,0.00554,helena
1.2819,0.95784,0.00549,helena
1.2862,0.95759,0.00548,helena
1.2905,0.96187,0.00548,helena
1.2948,0.95560,0.00545,helena
1.2991,0.96045,0.00547,helena
1.3034,0.96021,0.00547,helena
1.3078,0.96267,0.00550,helena
1.3121,0.96114,0.00554,helena
1.3164,0.96941,0.00557,helena
1.3207,0.96841,0.00557,helena
1.3250,0.96910,0.00562,helena
1.3294,0.96986,0.00567,helena
1.3337,0.97463,0.00571,helena
1.3380,0.97163,0.00574,helena
1.3423,0.98143,0.00586,helena
1.3466,0.97986,0.00608,helena
1.3509,0.98362,0.00654,helena
1.3552,0.98891,0.00737,helena
1.3595,0.99300,0.00865,helena
1.3638,0.98688,0.01008,helena
1.3724,1.00079,0.00954,helena
1.3810,0.99000,0.00914,helena
1.3853,0.99412,0.00890,helena
1.3896,0.99122,0.00867,helena
1.3938,1.00370,0.00854,helena
1.3981,1.00093,0.00833,helena
1.4024,0.99992,0.00829,helena
1.4109,0.99871,0.00772,helena
1.4152,0.99905,0.00739,helena
1.4195,1.00690,0.00705,helena
1.4237,1.00137,0.00686,helena
1.4280,1.00721,0.00680,helena
1.4322,1.00354,0.00670,helena
1.4365,1.00223,0.00676,helena
1.4407,0.99071,0.00662,helena
1.4449,1.00310,0.00657,helena
1.4492,0.99260,0.00642,helena
1.4534,1.00384,0.00646,helena
1.4576,0.99214,0.00642,helena
1.4618,1.00282,0.00625,helena
1.4661,1.00496,0.00630,helena
1.4703,1.00306,0.00642,helena
1.4745,1.00097,0.00643,helena
1.4787,1.00362,0.00641,helena
1.4829,1.00525,0.00628,helena
1.4870,1.00663,0.00633,helena
1.4912,0.99975,0.00615,helena
1.4954,1.00540,0.00608,helena
1.4996,1.00000,0.00602,helena
1.5038,0.99595,0.00604,helena
1.5079,1.00102,0.00615,helena
1.5121,1.00174,0.00604,helena
1.5162,1.00203,0.00601,helena
1.5204,1.00374,0.00608,helena
1.5245,0.99533,0.00599,helena
1.5287,1.00422,0.00603,helena
1.5328,0.99687,0.00602,helena
1.5369,1.00332,0.00605,helena
1.5410,0.99522,0.00601,helena
1.5451,0.99855,0.00604,helena
1.5492,0.99353,0.00603,helena
1.5533,1.00564,0.00607,helena
1.5574,0.99668,0.00607,helena
1.5615,0.99755,0.00608,helena
1.5656,0.99440,0.00608,helena
1.5697,0.99364,0.00609,helena
1.5737,0.98927,0.00609,helena
1.5778,0.98959,0.00613,helena
1.5819,0.98238,0.00618,helena
1.5859,0.99037,0.00620,helena
1.5900,0.98133,0.00614,helena
1.5940,0.98835,0.00615,helena
1.5980,0.98329,0.00611,helena
1.6021,0.98503,0.00617,helena
1.6061,0.98061,0.00619,helena
1.6101,0.98468,0.00623,helena
1.6141,0.98027,0.00627,helena
1.6181,0.98733,0.00621,helena
1.6221,0.98008,0.00622,helena
1.6261,0.98446,0.00617,helena
1.6301,0.97970,0.00616,helena
1.6340,0.98526,0.00617,helena
1.6380,0.97141,0.00619,helena
1.6420,0.97555,0.00620,helena
1.6459,0.97007,0.00621,helena
1.6499,0.97697,0.00620,helena
1.6538,0.97091,0.00622,helena
1.6578,0.97194,0.00618,helena
1.6617,0.96473,0.00617,helena
1.6656,0.97187,0.00624,helena
1.6695,0.96975,0.00630,helena
1.6734,0.97156,0.00630,helena
1.6773,0.96846,0.00629,helena
1.6812,0.97184,0.00625,helena
1.6851,0.96345,0.00625,helena
1.6890,0.97019,0.00630,helena
1.6929,0.95855,0.00627,helena
1.6967,0.97144,0.00635,helena
1.7006,0.96703,0.00634,helena
1.7045,0.95860,0.00630,helena
1.7083,0.95371,0.00635,helena
1.7122,0.96246,0.00635,helena
1.7160,0.96015,0.00636,helena
1.7198,0.95969,0.00635,helena
1.7236,0.95251,0.00632,helena
1.7275,0.95677,0.00637,helena
1.7313,0.95431,0.00642,helena
1.7351,0.95307,0.00645,helena
1.7389,0.95045,0.00649,helena
1.7427,0.95158,0.00651,helena
1.7465,0.94973,0.00648,helena
1.7502,0.95350,0.00649,helena
1.7540,0.94490,0.00644,helena
1.7578,0.95207,0.00654,helena
1.7615,0.94695,0.00650,helena
1.7653,0.95037,0.00663,helena
1.7690,0.94539,0.00665,helena
1.7728,0.94486,0.00662,helena
1.7765,0.93910,0.00657,helena
1.7802,0.94438,0.00668,helena
1.7839,0.95024,0.00691,helena
1.7877,0.94976,0.00691,helena
1.7914,0.94667,0.00692,helena
1.7951,0.94620,0.00703,helena
1.7988,0.94555,0.00741,helena
1.8025,0.94016,0.00753,helena
1.8062,0.94578,0.00788,helena
1.8098,0.94375,0.00808,helena
1.8135,0.94233,0.00838,helena
1.8208,0.94047,0.00920,helena
1.8391,0.93982,0.01555,helena
1.8571,0.93762,0.01445,helena
1.8893,0.94777,0.01094,helena
1.8929,0.94585,0.01106,helena
1.9035,0.93486,0.01482,helena
1.9070,0.93977,0.01425,helena
1.9176,0.94482,0.01214,helena
1.9211,0.94751,0.01121,helena
1.9281,0.93631,0.01055,helena
1.9316,0.94568,0.01022,helena
1.9351,0.94756,0.00983,helena
1.9385,0.94790,0.00948,helena
1.9420,0.94576,0.00938,helena
1.9455,0.93707,0.00912,helena
1.9490,0.95468,0.00918,helena
1.9524,0.95640,0.00953,helena
1.9559,0.95212,0.00971,helena
1.9593,0.94942,0.00963,helena
1.9628,0.94195,0.00924,helena
1.9662,0.94977,0.00886,helena
1.9697,0.94642,0.00853,helena
1.9731,0.94953,0.00827,helena
1.9765,0.94307,0.00806,helena
1.9800,0.94990,0.00790,helena
1.9834,0.95032,0.00778,helena
1.9868,0.94557,0.00765,helena
1.9902,0.94716,0.00766,helena
1.9936,0.95612,0.00788,helena
1.9970,0.96264,0.00847,helena
2.0004,0.96666,0.00973,helena
2.0038,0.95000,0.01061,helena
2.0072,0.95630,0.01116,helena
2.0105,0.97125,0.01080,helena
2.0139,0.96962,0.01044,helena
2.0173,0.96614,0.01003,helena
2.0207,0.95595,0.00930,helena
2.0240,0.96231,0.00884,helena
2.0274,0.96189,0.00842,helena
2.0307,0.95965,0.00823,helena
2.0341,0.95792,0.00808,helena
2.0374,0.95168,0.00801,helena
2.0408,0.95476,0.00807,helena
2.0441,0.95581,0.00807,helena
2.0474,0.96533,0.00832,helena
2.0508,0.95617,0.00852,helena
2.0541,0.96231,0.00892,helena
2.0574,0.95621,0.00899,helena
2.0607,0.95866,0.00897,helena
2.0640,0.96445,0.00884,helena
2.0673,0.95914,0.00875,helena
2.0706,0.95715,0.00875,helena
2.0739,0.96648,0.00865,helena
2.0772,0.95844,0.00871,helena
2.0805,0.96562,0.00829,helena
2.0838,0.97137,0.00829,helena
2.0871,0.96335,0.00827,helena
2.0903,0.95787,0.00824,helena
2.0936,0.95962,0.00823,helena
2.0969,0.96783,0.00825,helena
2.1001,0.96841,0.00827,helena
2.1034,0.97170,0.00834,helena
2.1066,0.96984,0.00839,helena
2.1099,0.96196,0.00836,helena
2.1131,0.96112,0.00840,helena
2.1163,0.96331,0.00843,helena
2.1196,0.96078,0.00840,helena
2.1228,0.96293,0.00846,helena
2.1260,0.96532,0.00846,helena
2.1292,0.96739,0.00843,helena
2.1324,0.97153,0.00844,helena
2.1357,0.96841,0.00850,helena
2.1389,0.96551,0.00843,helena
2.1421,0.96860,0.00848,helena
2.1452,0.96876,0.00849,helena
2.1484,0.96568,0.00856,helena
2.1516,0.96726,0.00869,helena
2.1548,0.97020,0.00877,helena
2.1580,0.97192,0.00876,helena
2.1612,0.97464,0.00875,helena
2.1643,0.97590,0.00884,helena
2.1675,0.97310,0.00886,helena
2.1706,0.97277,0.00893,helena
2.1738,0.97365,0.00887,helena
2.1769,0.97713,0.00890,helena
2.1801,0.97735,0.00896,helena
2.1832,0.97718,0.00896,helena
2.1864,0.97338,0.00899,helena
2.1895,0.97427,0.00898,helena
2.1926,0.97465,0.00899,helena
2.1957,0.98379,0.00912,helena
2.1988,0.97917,0.00910,helena
2.2019,0.97462,0.00916,helena
2.2050,0.97988,0.00924,helena
2.2081,0.98432,0.00922,helena
2.2112,0.98048,0.00928,helena
2.2143,0.98127,0.00930,helena
2.2174,0.98342,0.00929,helena
2.2205,0.98697,0.00931,helena
2.2236,0.98344,0.00923,helena
2.2266,0.98359,0.00930,helena
2.2297,0.97890,0.00937,helena
2.2327,0.98279,0.00941,helena
2.2358,0.97356,0.00940,helena
2.2388,0.98893,0.00949,helena
2.2419,0.98100,0.00938,helena
2.2449,0.97244,0.00937,helena
2.2480,0.98694,0.00952,helena
2.2510,0.98383,0.00957,helena
2.2540,0.98248,0.00970,helena
2.2570,0.98538,0.00967,helena
2.2600,0.98379,0.00971,helena
2.2630,0.98878,0.00978,helena
2.2660,0.97915,0.00975,helena
2.2690,0.98883,0.00987,helena
2.2720,0.98762,0.00988,helena
2.2750,0.98516,0.00988,helena
2.2780,0.98928,0.00996,helena
2.2810,0.99241,0.00998,helena
2.2839,0.98118,0.00999,helena
2.2869,0.99895,0.01016,helena
2.2899,0.99038,0.01007,helena
2.2928,0.98532,0.01010,helena
2.2958,0.98119,0.01015,helena
2.2987,0.98861,0.01032,helena
2.3017,0.99473,0.01041,helena
2.3046,0.99374,0.01033,helena
2.3075,0.98358,0.01030,helena
2.3104,0.98265,0.01023,helena
2.3134,1.00012,0.01029,helena
2.3163,0.99422,0.01045,helena
2.3192,0.99362,0.01060,helena
2.3221,0.99148,0.01074,helena
2.3250,0.98595,0.01057,helena
2.3279,0.99392,0.01052,helena
2.3308,0.98915,0.01065,helena
2.3337,0.99727,0.01084,helena
2.3365,0.99889,0.01080,helena
2.3394,0.99466,0.01082,helena
2.3423,0.98367,0.01079,helena
2.3451,0.99981,0.01101,helena
2.3480,0.99752,0.01109,helena
2.3509,0.99769,0.01120,helena
2.3537,0.98304,0.01150,helena
2.3565,0.98253,0.01243,helena
2.3594,0.98203,0.01275,helena
2.3622,0.98507,0.01178,helena
2.3651,0.98217,0.01106,helena
2.3679,0.99711,0.01139,helena
2.3707,0.99382,0.01164,helena
2.3735,0.98733,0.01173,helena
2.3763,0.99460,0.01174,helena
2.3792,1.00428,0.01216,helena
2.3820,0.98785,0.01158,helena
2.3848,0.98855,0.01173,helena
2.3876,0.98808,0.01181,helena
2.3904,0.99320,0.01185,helena
2.3931,0.99258,0.01178,helena
2.3959,0.99835,0.01173,helena
2.3987,0.99403,0.01166,helena
2.4015,0.99242,0.01227,helena
2.4043,0.99856,0.01190,helena
2.4070,0.99175,0.01194,helena
2.4098,0.99130,0.01207,helena
2.4126,0.99746,0.01226,helena
2.4154,1.00037,0.01270,helena
2.4181,0.99401,0.01293,helena
2.4209,0.98350,0.01275,helena
2.4236,0.99715,0.01256,helena
2.4264,1.00220,0.01229,helena
2.4291,1.01203,0.01238,helena
2.4319,1.01211,0.01284,helena
2.4346,1.00698,0.01388,helena
2.4374,0.97393,0.01469,helena
2.4401,0.99880,0.01485,helena
2.4429,1.02584,0.01409,helena
2.4456,1.01262,0.01382,helena
2.4484,0.99377,0.01435,helena
2.4511,0.97354,0.01450,helena
2.4539,0.97878,0.01386,helena
2.4566,0.99439,0.01339,helena
2.4594,1.00232,0.01309,helena
2.4621,1.00129,0.01334,helena
2.4648,0.99429,0.01353,helena
2.4676,1.01515,0.01397,helena
2.4703,0.99552,0.01474,helena
2.4731,0.98016,0.01498,helena
2.4758,0.98585,0.01484,helena
2.4786,1.01362,0.01525,helena
2.4813,0.99889,0.01603,helena
2.4841,0.99025,0.01714,helena
2.4869,0.98767,0.01791,helena
2.4896,0.98610,0.01820,helena
2.4924,1.00217,0.01917,helena
2.4952,1.00011,0.01864,helena
2.4979,1.00682,0.01762,helena
2.5007,0.99643,0.01720,helena
0.6516,0.86719,0.02111,nata
0.6538,0.84113,0.02013,nata
0.6582,0.86018,0.01879,nata
0.6604,0.85015,0.01899,nata
0.6626,0.90234,0.01851,nata
0.6647,0.88528,0.01836,nata
0.6669,0.85260,0.01720,nata
0.6690,0.86241,0.01738,nata
0.6712,0.84698,0.01606,nata
0.6734,0.83970,0.01636,nata
0.6755,0.84235,0.01596,nata
0.6776,0.86504,0.01601,nata
0.6798,0.85597,0.01568,nata
0.6819,0.86427,0.01573,nata
0.6841,0.85752,0.01516,nata
0.6862,0.88804,0.01564,nata
0.6884,0.85682,0.01498,nata
0.6905,0.84935,0.01468,nata
0.6927,0.85385,0.01407,nata
0.6949,0.89065,0.01418,nata
0.6970,0.83618,0.01324,nata
0.6992,0.84806,0.01350,nata
0.7014,0.85787,0.01298,nata
0.7036,0.87970,0.01365,nata
0.7058,0.85767,0.01242,nata
0.7080,0.85458,0.01241,nata
0.7102,0.87130,0.01215,nata
0.7124,0.89161,0.01220,nata
0.7146,0.85847,0.01187,nata
0.7169,0.86465,0.01183,nata
0.7191,0.87978,0.01195,nata
0.7214,0.85127,0.01166,nata
0.7236,0.88823,0.01237,nata
0.7259,0.89277,0.01242,nata
0.7282,0.88956,0.01135,nata
0.7305,0.89987,0.01123,nata
0.7329,0.88341,0.01085,nata
0.7352,0.88929,0.01087,nata
0.7375,0.90107,0.01065,nata
0.7399,0.89658,0.01065,nata
0.7423,0.89430,0.01039,nata
0.7447,0.90897,0.01057,nata
0.7471,0.89278,0.01024,nata
0.7495,0.90572,0.01026,nata
0.7519,0.90758,0.01005,nata
0.7544,0.90996,0.01025,nata
0.7569,0.90033,0.01028,nata
0.7594,0.90731,0.01098,nata
0.7619,0.88478,0.01147,nata
0.7644,0.90804,0.01097,nata
0.7669,0.93360,0.01038,nata
0.7695,0.91942,0.01000,nata
0.7721,0.92598,0.00973,nata
0.7746,0.93419,0.00983,nata
0.7773,0.92128,0.00945,nata
0.7799,0.91948,0.00953,nata
0.7825,0.93089,0.00948,nata
0.7852,0.91888,0.00945,nata
0.7879,0.94411,0.00949,nata
0.7906,0.94160,0.00956,nata
0.7933,0.92530,0.00931,nata
0.7960,0.93001,0.00948,nata
0.7988,0.92295,0.00936,nata
0.8016,0.93354,0.00950,nata
0.8044,0.94092,0.00941,nata
0.8072,0.93319,0.00939,nata
0.8100,0.92797,0.00923,nata
0.8129,0.93006,0.00928,nata
0.8158,0.94108,0.00937,nata
0.8187,0.93980,0.00931,nata
0.8216,0.94196,0.00925,nata
0.8245,0.94351,0.00936,nata
0.8275,0.93926,0.00920,nata
0.8305,0.96543,0.00941,nata
0.8335,0.94336,0.00918,nata
0.8365,0.96007,0.00929,nata
0.8395,0.94492,0.00914,nata
0.8426,0.96410,0.00932,nata
0.8456,0.96436,0.00919,nata
0.8487,0.95301,0.00913,nata
0.8518,0.95111,0.00905,nata
0.8550,0.95519,0.00910,nata
0.8581,0.94689,0.00899,nata
0.8613,0.95262,0.00907,nata
0.8645,0.95119,0.00896,nata
0.8677,0.95030,0.00904,nata
0.8709,0.95330,0.00891,nata
0.8742,0.95852,0.00893,nata
0.8774,0.95582,0.00892,nata
0.8807,0.95289,0.00893,nata
0.8840,0.95293,0.00888,nata
0.8874,0.96486,0.00896,nata
0.8907,0.93681,0.00875,nata
0.8941,0.95996,0.00891,nata
0.8974,0.95644,0.00885,nata
0.9008,0.95988,0.00892,nata
0.9043,0.95699,0.00881,nata
0.9077,0.96471,0.00889,nata
0.9111,0.98755,0.00906,nata
0.9146,0.96811,0.00901,nata
0.9181,0.96062,0.00879,nata
0.9216,0.95827,0.00883,nata
0.9251,0.95868,0.00879,nata
0.9287,0.96574,0.00904,nata
0.9322,0.95054,0.00909,nata
0.9358,0.96344,0.00930,nata
0.9394,0.95288,0.00917,nata
0.9430,0.96053,0.00916,nata
0.9466,0.96814,0.00909,nata
0.9503,0.96331,0.00904,nata
0.9539,0.96176,0.00885,nata
0.9576,0.96885,0.00887,nata
0.9613,0.97959,0.00885,nata
0.9650,0.96303,0.00872,nata
0.9687,0.97713,0.00870,nata
0.9725,0.97829,0.00871,nata
0.9762,0.96300,0.00855,nata
0.9800,0.97454,0.00862,nata
0.9838,0.97948,0.00859,nata
0.9876,0.96859,0.00856,nata
0.9914,0.97438,0.00863,nata
0.9952,0.97148,0.00860,nata
0.9990,0.96752,0.00856,nata
1.0029,0.98439,0.00864,nata
1.0068,0.97545,0.00857,nata
1.0107,0.97302,0.00856,nata
1.0145,0.98230,0.00859,nata
1.0185,0.97294,0.00856,nata
1.0224,0.97305,0.00857,nata
1.0263,0.98941,0.00867,nata
1.0302,0.98516,0.00862,nata
1.0342,0.98699,0.00867,nata
1.0382,0.97299,0.00854,nata
1.0421,0.97618,0.00858,nata
1.0461,0.98232,0.00857,nata
1.0501,0.99805,0.00861,nata
1.0542,0.98899,0.00848,nata
1.0582,0.99551,0.00847,nata
1.0622,0.99022,0.00842,nata
1.0663,0.98219,0.00845,nata
1.0703,0.99837,0.00862,nata
1.0744,0.98735,0.00858,nata
1.0785,0.97975,0.00858,nata
1.0826,0.98530,0.00863,nata
1.0866,0.98232,0.00861,nata
1.0908,0.98051,0.00861,nata
1.0949,0.97996,0.00859,nata
1.0990,0.98629,0.00863,nata
1.1031,0.99660,0.00864,nata
1.1073,0.98682,0.00855,nata
1.1114,0.98855,0.00855,nata
1.1156,0.98147,0.00864,nata
1.1198,0.98580,0.00872,nata
1.1239,0.98736,0.00900,nata
1.1281,0.96673,0.00887,nata
1.1323,0.97576,0.00892,nata
1.1365,0.98793,0.00898,nata
1.1407,0.98712,0.00900,nata
1.1449,0.97998,0.00882,nata
1.1491,0.98673,0.00892,nata
1.1533,0.98288,0.00875,nata
1.1576,0.99076,0.00875,nata
1.1618,0.99282,0.00866,nata
1.1660,0.99052,0.00855,nata
1.1703,0.99219,0.00845,nata
1.1745,0.99770,0.00844,nata
1.1788,0.99347,0.00834,nata
1.1830,0.99227,0.00835,nata
1.1873,0.98750,0.00830,nata
1.1916,1.00217,0.00846,nata
1.1958,0.99577,0.00851,nata
1.2001,0.99916,0.00861,nata
1.2044,0.99084,0.00865,nata
1.2087,0.99574,0.00886,nata
1.2130,1.02722,0.00884,nata
1.2172,0.99922,0.00872,nata
1.2215,0.99733,0.00860,nata
1.2258,0.99801,0.00869,nata
1.2301,0.99064,0.00858,nata
1.2344,0.99531,0.00856,nata
1.2387,0.99452,0.00851,nata
1.2430,0.99806,0.00845,nata
1.2473,1.01070,0.00849,nata
1.2517,0.99931,0.00844,nata
1.2560,1.00337,0.00852,nata
1.2603,0.99642,0.00865,nata
1.2646,0.99020,0.00884,nata
1.2689,0.98975,0.00911,nata
1.2732,0.98612,0.00915,nata
1.2775,0.98428,0.00914,nata
1.2819,0.99774,0.00901,nata
1.2862,1.00117,0.00891,nata
1.2905,1.00178,0.00881,nata
1.2948,1.00221,0.00883,nata
1.2991,1.00254,0.00878,nata
1.3034,0.99007,0.00877,nata
1.3078,0.98840,0.00880,nata
1.3121,1.00565,0.00888,nata
1.3164,1.00810,0.00882,nata
1.3207,1.00860,0.00875,nata
1.3250,0.99383,0.00867,nata
1.3294,1.00385,0.00873,nata
1.3337,0.99272,0.00857,nata
1.3380,0.99293,0.00864,nata
1.3423,1.00212,0.00879,nata
1.3466,1.00470,0.00917,nata
1.3509,1.00756,0.01002,nata
1.3552,0.98546,0.01158,nata
1.3595,0.99200,0.01413,nata
1.3767,0.98380,0.01385,nata
1.3810,0.99737,0.01404,nata
1.3896,1.00610,0.01343,nata
1.4024,0.98912,0.01357,nata
1.4067,0.99370,0.01367,nata
1.4109,0.98461,0.01289,nata
1.4152,1.01219,0.01246,nata
1.4195,0.98997,0.01115,nata
1.4280,0.98404,0.01019,nata
1.4322,0.99047,0.01030,nata
1.4365,0.99147,0.01019,nata
1.4407,1.00565,0.01013,nata
1.4449,0.98967,0.01011,nata
1.4492,1.00358,0.01044,nata
1.4534,1.00198,0.01046,nata
1.4576,1.00210,0.01051,nata
1.4618,0.99396,0.01031,nata
1.4661,1.00892,0.01046,nata
1.4703,0.99802,0.01030,nata
1.4745,1.01102,0.01075,nata
1.4787,1.02123,0.01077,nata
1.4829,1.00193,0.01087,nata
1.4870,1.01126,0.01066,nata
1.4912,1.02020,0.01019,nata
1.4954,1.02490,0.00977,nata
1.4996,1.00000,0.01031,nata
1.5038,1.01430,0.01086,nata
1.5079,1.02095,0.01135,nata
1.5121,1.01488,0.01081,nata
1.5162,1.01354,0.00978,nata
1.5204,1.00177,0.00996,nata
1.5245,1.01087,0.01042,nata
1.5287,1.02026,0.01083,nata
1.5328,1.00337,0.01052,nata
1.5369,1.01292,0.01064,nata
1.5410,1.00626,0.01036,nata
1.5451,1.00075,0.01021,nata
1.5492,1.01149,0.01037,nata
1.5533,1.01094,0.01030,nata
1.5574,1.01249,0.01063,nata
1.5615,1.00877,0.01064,nata
1.5656,1.01051,0.01051,nata
1.5697,1.02389,0.01022,nata
1.5737,1.01807,0.00994,nata
1.5778,1.02583,0.01105,nata
1.5819,0.99345,0.01159,nata
1.5859,1.01215,0.01160,nata
1.5900,1.00664,0.01110,nata
1.5940,1.00892,0.01007,nata
1.5980,1.01249,0.01055,nata
1.6021,1.01135,0.01099,nata
1.6061,1.01935,0.01160,nata
1.6101,1.02045,0.01168,nata
1.6141,1.01005,0.01147,nata
1.6181,1.02836,0.01158,nata
1.6221,1.00834,0.01101,nata
1.6261,1.02625,0.01088,nata
1.6301,1.00399,0.01076,nata
1.6340,1.01408,0.01061,nata
1.6380,1.00409,0.01106,nata
1.6420,1.00498,0.01115,nata
1.6459,1.02102,0.01130,nata
1.6499,1.02177,0.01108,nata
1.6538,1.02564,0.01074,nata
1.6578,1.01675,0.00996,nata
